id,club_id,player_id
984,25580,13556
985,17276,13556
986,3183,13556
987,623,13556
988,29,13556
989,6045,13556
991,1003,298091
992,350,298091
993,512,298091
994,11177,298091
995,2759,298091
996,1519,298091
1000,36755,597
1001,713,597
1003,2696,597
1004,820,597
1005,2293,597
1006,131,597
1007,82,597
1008,337,597
1009,79,597
1010,11,597
1015,418,50202
1016,631,50202
1017,1082,50202
1021,281,88755
1022,82,88755
1023,631,88755
1024,86,88755
1025,1184,88755
1030,6195,96341
1031,631,96341
1032,12,96341
1033,46,96341
1034,985,96341
1035,29,96341
1036,984,96341
1037,58,96341
1041,418,108390
1042,631,108390
1043,13,108390
1044,1184,108390
1048,281,486049
1049,273,486049
1050,58,486049
1055,23826,368887
1056,826,368887
1057,2282,368887
1058,499,368887
1063,405,485706
1064,29,485706
1065,1082,485706
1066,41,485706
1070,405,249565
1071,1003,249565
1072,162,249565
1073,58,249565
1076,631,628451
1077,180,628451
1082,7773,41982
1084,53944,41982
1085,2722,41982
1086,1096,41982
1087,46,41982
1088,1390,41982
1089,12,41982
1090,1408,41982
1094,58,102226
1095,16,102226
1096,383,102226
1097,18,102226
1098,631,102226
1099,3508,102226
1100,826,102226
1104,383,565424
1113,13,35047
1114,16,35047
1115,33714,35047
1116,964,35047
1117,294,35047
1118,3057,35047
1123,1096,42710
1124,26091,42710
1125,148,42710
1126,13,42710
1127,180,42710
1128,610,42710
1132,32791,42710
1134,24,179184
1135,141,179184
1136,36,179184
1137,631,179184
1138,114,179184
1139,873,179184
1140,1049,179184
1141,16,179184
1142,244,179184
1143,3057,179184
1146,9840,140776
1147,13,140776
1148,33304,140776
1149,162,140776
1155,800,435772
1156,5,435772
1157,2282,435772
1161,11,144028
1162,1237,144028
1163,1184,144028
1164,2727,144028
1165,5026,144028
1166,968,144028
1170,58,9594
1171,281,9594
1172,41,9594
1176,2440,50201
1177,873,50201
1178,31,50201
1179,405,50201
1180,1184,50201
1181,3057,50201
1182,354,50201
1183,601,50201
1188,1082,100986
1189,449,100986
1190,16,100986
1191,583,100986
1192,2282,100986
1193,1199,100986
1196,58,43250
1197,294,43250
1198,148,43250
1199,610,43250
1200,235,43250
1205,141,56416
1206,6195,56416
1207,383,56416
1208,200,56416
1209,1389,56416
1211,1111,56416
1214,405,168157
1215,58,168157
1216,6195,168157
1217,543,168157
1223,23826,926694
1224,13,926694
1225,1096,926694
1226,59639,926694
1231,931,262226
1232,1003,262226
1233,800,262226
1234,1184,262226
1240,3182,39679
1241,985,39679
1242,29,39679
1243,3057,39679
1246,1041,743386
1247,157,743386
1252,27221,277114
1253,60529,277114
1254,1041,277114
1255,281,277114
1256,141,277114
1257,289,277114
1258,371,277114
1260,43283,277114
1261,1096,129588
1262,1003,129588
1263,416,129588
1264,1038,129588
1265,58,129588
1270,336,548193
1271,58,548193
1275,1041,289592
1276,29,289592
1277,703,289592
1278,79,289592
1279,41,289592
1284,24,368891
1285,273,368891
1286,1025,368891
1287,2861,368891
1296,18916,19368
1297,148,19368
1298,931,19368
1299,1090,19368
1301,566,19368
1304,368,303259
1305,44,303259
1306,82,303259
1307,1010,303259
1308,38,303259
1309,172,303259
1310,58,303259
1311,415,303259
1314,1003,292808
1315,1421,292808
1316,2861,292808
1317,58,292808
1318,798,292808
1319,306,292808
1325,5,381950
1326,12,381950
1327,1025,381950
1328,58,381950
1333,41107,148368
1334,5,148368
1335,703,148368
1336,31,148368
1337,82,148368
1338,1082,148368
1344,3958,15904
1345,131,15904
1346,12,15904
1347,11,15904
1348,610,15904
1349,235,15904
1351,46,338672
1352,354,338672
1353,3057,338672
1354,1090,338672
1355,252,338672
1359,11,381967
1360,368,381967
1361,1031,381967
1362,873,381967
1363,58,381967
1367,2282,137576
1368,498,137576
1369,5026,137576
1374,58,502302
1378,59595,502302
1379,79,620598
1380,1132,620598
1381,475,620598
1382,3057,620598
1388,27,4740
1389,41,4740
1390,244,4740
1391,281,4740
1392,3057,4740
1393,172,4740
1397,968,59631
1398,6890,59631
1399,162,59631
1400,58,59631
1401,984,59631
1402,148,59631
1403,317,59631
1404,1389,59631
1405,15591,59631
1407,1132,381963
1408,1184,381963
1410,467,381963
1418,786,33639
1419,979,33639
1421,2832,33639
1422,1096,33639
1423,29,33639
1424,430,33639
1425,683,33639
1426,618,33639
1427,1082,33639
1432,368,177847
1433,472,177847
1434,6890,177847
1435,681,177847
1436,985,177847
1437,289,177847
1438,16,177847
1444,39803,37157
1445,76055,37157
1446,820,37157
1447,969,37157
1448,984,37157
1449,289,37157
1450,583,37157
1451,1164,37157
1452,2067,37157
1453,22695,37157
1454,2410,44162
1456,13613,44162
1457,131,44162
1458,114,44162
1459,506,44162
1460,12,44162
1461,1041,44162
1462,347,44162
1465,36,28396
1466,46,28396
1467,12,28396
1468,281,28396
1469,82,28396
1470,814,28396
1471,6377,28396
1472,2573,28396
1474,79,335457
1475,167,335457
1476,60,335457
1477,1108,335457
1478,257,335457
1479,3302,335457
1480,750,335457
1485,350,377468
1486,496,377468
1487,40,377468
1488,5818,377468
1492,800,94005
1493,244,94005
1494,11,94005
1495,33,94005
1502,244,519184
1503,409,519184
1504,4441,519184
1505,37024,519184
1511,418,371998
1512,614,371998
1514,221,68290
1515,1114,68290
1516,583,68290
1517,131,68290
1519,405,80444
1520,978,80444
1521,26091,80444
1522,131,80444
1523,27,80444
1524,31,80444
1525,46,80444
1526,714,80444
1528,418,412363
1529,221,412363
1531,18487,131789
1532,31,131789
1533,533,131789
1534,3234,131789
1535,4064,131789
1537,31,105470
1538,12,105470
1539,6600,105470
1542,762,520624
1543,1041,520624
1544,679,520624
1545,16083,520624
1546,11,655488
1547,4773,655488
1549,131,411295
1550,399,411295
1551,273,411295
1552,336,411295
1553,2420,411295
1556,985,16306
1557,418,16306
1558,720,16306
1559,585,16306
1564,2462,3373
1565,4961,3373
1566,330,3373
1567,614,3373
1568,5,3373
1569,131,3373
1570,583,3373
1571,210,3373
1573,11,363205
1574,281,363205
1575,1023,363205
1577,583,181767
1578,12,181767
1579,199,181767
1581,11,435338
1582,1082,435338
1584,1095,435338
1585,2035,435338
1587,985,602105
1588,150,602105
1589,610,602105
1590,585,602105
1595,2462,44501
1596,683,44501
1597,418,44501
1599,506,447661
1600,405,447661
1601,281,447661
1602,12321,447661
1603,978,447661
1606,45604,3366
1607,585,3366
1608,5,3366
1609,418,3366
1611,506,362842
1612,12321,362842
1613,430,362842
1614,31,362842
1615,131,362842
1616,210,362842
1619,418,401530
1620,720,401530
1621,585,401530
1624,281,238223
1625,294,238223
1626,2425,238223
1627,6144,238223
1631,8023,225693
1632,31,225693
1633,162,225693
1634,2425,225693
1637,29283,225693
1638,379,444523
1639,1041,444523
1640,5,444523
1641,614,444523
1643,148,378710
1644,29,378710
1645,1010,378710
1646,2462,378710
1647,2863,378710
1649,537,126422
1650,161,126422
1651,29,126422
1652,6195,126422
1653,410,126422
1654,16795,126422
1655,18075,126422
1656,978,126422
1657,4907,126422
1658,418,971570
1659,1023,971570
1662,281,743591
1663,1095,743591
1664,12321,743591
1665,383,743591
1666,330,743591
1668,8054,75615
1669,2462,75615
1671,1061,75615
1672,506,75615
1673,210,75615
1674,27,75615
1675,660,75615
1677,36,191614
1678,985,191614
1679,660,191614
1680,6600,191614
1682,1237,626724
1683,1010,626724
1684,2462,626724
1686,703,1005649
1687,199,1005649
1689,1114,476352
1690,244,476352
1691,13,476352
1692,703,476352
1693,679,476352
1695,543,517894
1696,13,517894
1697,44,517894
1698,23826,517894
1699,321,517894
1701,800,607854
1702,380,607854
1703,199,607854
1704,10870,607854
1705,609,607854
1706,17300,607854
1708,614,79960
1709,506,79960
1710,720,79960
1711,18075,79960
1712,221,79960
1713,679,79960
1715,931,52769
1717,683,52769
1718,199,52769
1719,11,52769
1720,631,52769
1721,2700,52769
1722,660,52769
1724,33115,52769
1725,631,1056993
1726,1023,1056993
1730,36,329145
1731,405,329145
1732,368,329145
1733,995,329145
1734,1465,329145
1736,4907,329145
1737,10857,329145
1740,330,80562
1741,27190,80562
1742,964,80562
1743,720,80562
1744,3734,80562
1745,9598,80562
1746,16032,80562
1747,2125,80562
1750,199,3140
1752,5,3140
1753,418,3140
1754,46,3140
1755,131,3140
1756,383,3140
1757,609,3140
1758,15281,3140
1759,6195,469822
1760,294,469822
1761,660,469822
1762,610,469822
1763,585,469822
1766,101262,469822
1767,1023,159372
1768,398,159372
1769,379,159372
1770,720,159372
1771,221,159372
1773,1114,323704
1774,964,323704
1775,131,323704
1776,40,323704
1777,199,323704
1779,762,333241
1780,533,333241
1781,170,333241
1782,8718,333241
1785,585,77100
1786,148,77100
1787,583,77100
1790,614,321239
1791,294,321239
1792,210,321239
1793,10870,321239
1797,543,735570
1798,614,735570
1802,199,57229
1804,18487,57229
1805,10948,57229
1806,131,57229
1807,148,57229
1808,27323,57229
1809,16083,57229
1810,8793,57229
1811,256,57229
1812,8608,57229
1813,537,255755
1814,18544,255755
1815,985,255755
1816,368,255755
1817,720,255755
1818,141,255755
1819,46,255755
1820,210,255755
1821,10492,255755
1824,221,15511
1825,6890,15511
1826,2381,15511
1827,330,15511
1828,10948,15511
1829,5,15511
1830,281,15511
1831,418,15511
1834,7633,15951
1835,131,15951
1837,585,15951
1838,583,15951
1839,506,15951
1840,368,15951
1841,10010,15951
1843,989,711337
1844,720,711337
1845,3234,711337
1846,2462,711337
1848,34775,711337
1850,46181,5876
1852,679,5876
1854,614,5876
1855,199,5876
1856,12,5876
1857,46,5876
1858,585,5876
1859,130,5876
1860,430,5876
1864,585,37579
1865,45604,37579
1866,33714,37579
1867,1050,37579
1868,199,37579
1869,631,37579
1870,5,37579
1871,6600,37579
1874,10747,18301
1875,63520,18301
1876,5215,18301
1878,7178,18301
1879,2035,18301
1880,12,18301
1881,281,18301
1882,46,18301
1883,162,18301
1884,609,18301
1887,679,26267
1888,281,26267
1889,660,26267
1890,28488,26267
1892,703,156501
1893,13,156501
1894,720,156501
1895,199,156501
1896,27323,156501
1897,8793,156501
1898,21468,156501
1900,3840,31645
1902,6600,31645
1903,776,31645
1904,985,31645
1905,430,31645
1906,720,31645
1907,210,31645
1909,720,520662
1910,210,520662
1912,33226,520662
1916,10010,122155
1917,232,122155
1918,150,122155
1919,681,122155
1920,543,122155
1921,18075,122155
1922,472,122155
1923,142,122155
1925,221,122155
1926,210,122155
1927,585,122155
1928,8698,122155
1929,5,476344
1930,148,476344
1931,131,476344
1932,150,476344
1933,330,476344
1934,1134,476344
1937,1023,54170
1938,22219,54170
1940,631,54170
1941,294,54170
1942,609,54170
1943,3330,54170
1945,978,66515
1947,114,66515
1948,22219,66515
1949,660,66515
1951,18487,524481
1952,12,524481
1953,800,524481
1954,2462,524481
1955,72208,524481
1956,7816,524481
1958,45080,7518
1959,2700,7518
1960,199,7518
1961,36,7518
1962,418,7518
1963,46,7518
1964,1023,7518
1965,734,7518
1966,330,7518
1968,583,872171
1969,585,872171
1972,10870,46741
1973,614,46741
1974,11,46741
1975,631,46741
1976,583,46741
1977,294,46741
1978,2125,46741
1980,13,694928
1981,1049,694928
1982,2424,694928
1983,16439,694928
1986,6646,381362
1987,512,381362
1988,405,381362
1989,3368,381362
1990,6600,381362
1991,2282,381362
1992,7918,381362
1993,28612,381362
1995,614,4248
1996,36,4248
1997,13,4248
1998,82,4248
1999,506,4248
2000,86,4248
2001,720,4248
2002,221,4248
2005,978,19082
2006,33714,19082
2007,585,19082
2008,368,19082
2009,720,19082
2010,273,19082
2011,1134,19082
2014,1230,129473
2015,583,129473
2016,681,129473
2017,131,129473
2018,940,129473
2019,46,129473
2024,265,371256
2025,141,371256
2026,660,371256
2027,1041,371256
2028,1003,371256
2029,210,371256
2031,36,258626
2032,18544,258626
2033,10948,258626
2034,294,258626
2035,114,258626
2036,10010,258626
2038,703,808509
2039,1023,808509
2040,88140,808509
2042,18487,454121
2043,720,454121
2044,1075,454121
2045,2425,454121
2046,7378,454121
2048,25243,454121
2049,27244,454121
2050,609,244275
2051,614,244275
2052,46,244275
2053,221,244275
2054,294,244275
2056,1114,668267
2057,294,668267
2058,221,668267
2060,1148,739443
2061,2282,739443
2062,31614,739443
2063,609,739443
2065,631,743600
2066,667,743600
2067,703,743600
2068,978,743600
2072,7769,15952
2073,45604,15952
2074,609,15952
2075,1084,15952
2076,12,15952
2077,418,15952
2078,11,15952
2079,368,15952
2080,585,15952
2082,585,228433
2083,720,228433
2084,15,228433
2085,210,228433
2086,1693,228433
2087,309,228433
2088,12583,228433
2090,776,139449
2091,9598,139449
2092,221,139449
2093,6600,139449
2094,614,139449
2095,150,139449
2096,609,139449
2097,4392,139449
2099,23838,139449
2100,4759,139449
2101,1023,428791
2102,330,428791
2103,15,428791
2104,978,428791
2107,614,21725
2108,13,21725
2109,631,21725
2110,897,21725
2111,10632,21725
2113,4064,21725
2114,610,21725
2116,614,145707
2117,506,145707
2118,281,145707
2119,418,145707
2120,720,145707
2121,221,145707
2122,2863,145707
2124,100812,52897
2126,8718,52897
2127,585,52897
2128,36630,52897
2129,506,52897
2130,46,52897
2131,398,52897
2132,7478,52897
2134,418,627226
2135,16795,627226
2136,8970,627226
2137,12321,627226
2138,16,627226
2139,614,627226
2141,3229,135617
2142,1041,135617
2143,1082,135617
2144,585,135617
2145,3197,135617
2147,16,627228
2148,281,627228
2149,12321,627228
2150,1075,627228
2151,776,627228
2153,720,627221
2154,221,627221
2155,609,627221
2156,1023,627221
2160,614,22412
2162,294,22412
2163,1039,22412
2164,11141,22412
2165,46,22412
2166,862,22412
2169,543,800176
2170,2462,800176
2175,3973,77
2176,7014,77
2178,45321,77
2179,1023,77
2180,585,77
2181,506,77
2182,46,77
2183,27,77
2184,15,77
2185,6600,77
2186,1963,77
2187,379,991800
2188,1023,991800
2190,537,499721
2191,964,499721
2192,336,499721
2193,2462,499721
2195,141,553469
2196,1123,553469
2197,585,553469
2200,614,432895
2201,430,432895
2202,2462,432895
2204,964,800175
2205,537,800175
2206,150,800175
2207,2462,800175
2209,609,552549
2210,6574,552549
2211,210,552549
2212,291,552549
2214,1237,380350
2215,430,380350
2216,2722,380350
2217,409,380350
2218,14,380350
2219,4441,380350
2220,37024,380350
2222,614,341705
2223,244,341705
2224,12,341705
2225,430,341705
2226,2462,341705
2228,46,585982
2229,2919,585982
2230,199,585982
2233,114,149498
2234,13,149498
2235,1049,149498
2236,11,149498
2237,1050,149498
2238,2125,149498
2240,25046,149498
2241,2035,18829
2242,15172,18829
2243,8718,18829
2244,865,18829
2245,10482,18829
2246,199,18829
2247,114,18829
2248,11282,18829
2249,162,18829
2250,3182,18829
2251,2410,18829
2252,614,18829
2253,1023,18829
2255,430,401529
2256,660,401529
2257,2420,401529
2258,776,401529
2260,585,10471
2262,18544,10471
2263,36,10471
2264,244,10471
2265,82,10471
2266,27,10471
2267,533,10471
2268,3266,10471
2269,11449,10471
2270,81094,10471
2272,12600,10471
2273,65525,10471
2275,585,33357
2276,22219,33357
2277,46,33357
2278,13,33357
2279,750,33357
2280,776,33357
2283,11086,953
2285,72390,953
2286,10247,953
2287,46403,953
2288,16869,953
2289,21829,953
2290,3330,953
2291,10870,953
2292,17561,953
2293,8698,953
2294,8718,953
2295,585,953
2296,776,953
2297,614,953
2298,82,953
2299,449,953
2300,44,953
2301,210,953
2302,244,953
2303,22878,953
2304,221,953
2305,1752,953
2306,1753,953
2310,1245,34495
2311,679,34495
2312,114,34495
2313,131,34495
2314,368,34495
2315,776,34495
2317,656,403315
2318,964,403315
2319,8793,403315
2320,1134,403315
2321,22767,403315
2322,21829,403315
2324,199,403315
2327,2125,313106
2328,210,313106
2329,199,313106
2330,221,313106
2332,21730,313106
2333,6086,313106
2334,5120,313106
2336,221,22750
2337,5432,22750
2338,6600,22750
2339,33288,22750
2340,3229,22750
2341,1050,22750
2342,199,22750
2343,1041,22750
2346,931,735571
2347,641,735571
2348,614,735571
2350,776,735571
2351,931,203394
2352,985,203394
2353,614,203394
2354,398,203394
2355,1049,203394
2356,16795,203394
2362,330,175169
2363,265,175169
2364,13613,175169
2365,29,175169
2366,660,175169
2368,12125,175169
2369,162,789082
2370,210,789082
2372,294,390638
2373,430,390638
2374,26,390638
2375,1023,390638
2376,2029,390638
2379,931,525287
2380,141,525287
2381,294,525287
2382,383,525287
2383,148,525287
2384,6195,525287
2385,162,525287
2386,2425,525287
2387,11085,525287
2388,25243,525287
2389,22736,525287
2392,162,420064
2393,13,420064
2394,210,420064
2395,2462,420064
2397,309,420064
2402,2462,35537
2403,1023,35537
2404,46,35537
2405,141,35537
2406,506,35537
2407,430,35537
2408,3302,35537
2409,630,35537
2410,237,35537
2411,210,35537
2412,609,35537
2413,614,35537
2415,1082,124028
2416,660,124028
2417,1075,124028
2418,4750,124028
2419,17300,124028
2420,1465,124028
2421,8433,124028
2423,5215,15291
2424,2863,15291
2426,330,15291
2427,10010,15291
2428,46,15291
2429,5,15291
2430,12,15291
2431,607,15291
2432,291,15291
2433,7057,15291
2436,614,1599
2437,6600,1599
2438,12,1599
2439,15,1599
2441,2462,67920
2442,368,67920
2443,1416,67920
2444,585,67920
2445,221,67920
2447,199,489893
2448,964,489893
2449,6600,489893
2450,221,489893
2452,1023,432953
2453,679,432953
2454,776,432953
2457,978,5354
2458,623,5354
2459,6297,5354
2460,1041,5354
2461,8718,5354
2463,989,111819
2464,11,111819
2465,131,111819
2466,1049,111819
2467,506,111819
2468,430,111819
2469,679,111819
2471,210,258254
2472,330,258254
2474,347,258254
2475,199,258254
2476,162,258254
2478,12125,258254
2479,964,220793
2480,41,220793
2481,330,220793
2482,410,220793
2483,16795,220793
